time,ACCESS-ESM1-5,CanESM5,CESM2,CESM2-FV2,CESM2-WACCM,CESM2-WACCM-FV2,CMCC-CM2-SR5,CMCC-ESM2,EC-Earth3-CC,EC-Earth3-Veg-LR,GFDL-ESM4,INM-CM4-8,INM-CM5-0,IPSL-CM5A2-INCA,IPSL-CM6A-LR,IPSL-CM6A-LR-INCA,MPI-ESM-1-2-HAM,MPI-ESM1-2-LR,NorESM2-LM,NorESM2-MM,SAM0-UNICON,TaiESM1
1958-03-01,0.13168225887320983,-0.0645655026871452,-0.730924058165562,-1.7722475354760459,0.3753874597073922,-1.3531132459830795,-1.949171603745578,1.182595522090615,-0.0998085381602249,0.4748291555662376,-0.2377875935419374,-0.08494470514742725,0.35910625718678707,-0.1149446791855204,0.18800659282061855,-0.04067425437818961,-0.2597859596629676,-0.9920013042779414,0.2217772415450788,-0.5907443184817099,0.6477976634611139,-1.6053010897547861
1958-04-01,0.031866189871875575,-0.21609380246464097,-0.7005944381902766,-1.9867675591402443,0.24827498669327414,-1.2246170715991267,-2.1837408620799645,1.325254030911837,-0.21092289185973753,0.5927564925082822,-0.06318341062526432,-0.06890110725283806,0.369151210745594,-0.09618141565623163,0.21596957134361405,-0.009881465833819533,-0.44880561211850434,-1.0774121102626288,0.485631948569248,-0.41107653149096957,0.6353160015419586,-1.6610999559357258
1958-05-01,-0.0731767356243554,-0.35182199473431464,-0.6130321207094397,-2.1091914917949195,0.11121172907790776,-1.0470972178322007,-2.3864102562200245,1.4314771083868938,-0.3070413415008568,0.655758635855314,0.040745840845916606,-0.07289265346058695,0.3529754910853064,-0.0707157501690103,0.2089570126186413,0.03680230124457465,-0.5968737169573062,-1.1426857036530598,0.7366830023705391,-0.26051774309890124,0.6040036717769244,-1.701429573054866
1958-06-01,-0.1393915081081372,-0.4630731005580212,-0.49343317023981037,-2.112638166729347,-0.018753949484289517,-0.8553260266565175,-2.444249719188912,1.5062357513742044,-0.3863117636352663,0.7224922952957218,0.1224937806019206,-0.08034532678499691,0.40163812442109253,-0.045512766332384325,0.20455557447099992,0.08375254053598204,-0.6929908762515261,-1.220007695389195,0.9636210736425863,-0.12570255324932514,0.5683087728143762,-1.6619099357856486
1958-07-01,-0.17501277865829856,-0.5381473009452599,-0.3224135342956317,-2.025949522207436,-0.1765474686201346,-0.6835542850864056,-2.4311706569291243,1.5010934405461285,-0.4472720447420816,0.7259815713374557,0.21208226900530125,-0.10693860928979411,0.4290146334006315,-0.04677413502908201,0.17447123394007144,0.12709912641397747,-0.7569141742784496,-1.2700847979860972,1.1470752921504181,-0.01349425330592528,0.5277769825255998,-1.5691833332254428
1958-08-01,-0.21766776509647712,-0.6070078754463543,-0.09830010744717324,-1.9620265815551285,-0.3839634534711433,-0.5605728035096535,-2.3813946178815106,1.4238567633626433,-0.4769766437101737,0.6565916066621579,0.30502568354928283,-0.15363386976948287,0.4387843180294675,-0.055980130070125006,0.16962579482653295,0.1475976865058578,-0.74090856890667,-1.2706118431006983,1.3229127908270735,0.07473028529987615,0.49362963457498227,-1.4386827731297325
1958-09-01,-0.25588529814656213,-0.6777323408932715,0.16299781024519136,-1.911118609040515,-0.6224719497320953,-0.4843475661324961,-2.304018567041191,1.3193844485788366,-0.48056885325694326,0.5260335194406107,0.455011179416811,-0.19280076710728528,0.4102624944034142,-0.027781372355831557,0.17519309374961095,0.15461325341763565,-0.6582589435189177,-1.2661442598816477,1.4746923223753925,0.14474144543481507,0.4567864439822539,-1.2456223408118545
1958-10-01,-0.29243386820514217,-0.7209963820779195,0.45194447446501035,-1.791637137363411,-0.9142711487690235,-0.3646243852105923,-2.223501618076341,1.1844060673425467,-0.49058439985508767,0.35882561249331757,0.6274500171009385,-0.2349300097075925,0.3569828119201897,0.012014179740907918,0.17711053664928395,0.1798904801084271,-0.612661951344987,-1.2204762165055791,1.5610713407665942,0.20630099931072882,0.38388435445320623,-1.0443381177905666
1958-11-01,-0.2895110321937106,-0.7516721108165494,0.7883000253524334,-1.6568728270817603,-1.2260589538287108,-0.21646751226848043,-2.177136789353866,1.0252013681639918,-0.49809553422591846,0.22499417069659758,0.8096910352113682,-0.2629363742462085,0.3016811817447909,0.04637924909469898,0.16025174895076633,0.21203575911411812,-0.5614904963445709,-1.1230075666906314,1.634417398473021,0.2938732273311967,0.3050583372494277,-0.8271345829397322
1958-12-01,-0.28811851269616984,-0.7592472039746971,1.1524994515113662,-1.4966446007620386,-1.5167349777672694,-0.03010373124282644,-2.1277930229051605,0.8278371380831122,-0.49519223280962654,0.07835027605931848,0.9883423676794134,-0.29981383684558666,0.25891368618651245,0.07728647556673804,0.14346766291277396,0.2440458322519455,-0.4947898437477838,-0.9974992426241583,1.7085569048686537,0.3869345974518485,0.20040243051120762,-0.5941055113379983
