,year,month,time,CGR,tmp_cru,pre_cru,pre_gpcc,tws_grace,nina34,nina3,nina4,eruption
1973-03-01,1973,3,1973-03-01,2.9824363698245313,0.22257716907256836,-5.61548758925992,-6.975844974451845,-6.521137948196497,1.3409956207541647,1.5562169973288709,0.6431421708625948,0
1973-04-01,1973,4,1973-04-01,1.3371578661256815,0.2917269480823446,-5.624212513426971,-6.678249835858496,-7.764135116484874,1.2864009445369566,1.4863592869428257,0.6023269102557678,0
1973-05-01,1973,5,1973-05-01,2.6740477671777327,0.314981638570378,-5.123688533501185,-6.347192531600483,-8.766183070562832,1.1734871532383069,1.3581909967720496,0.5565381298920624,0
1973-06-01,1973,6,1973-06-01,3.882972059301462,0.34471663484193427,-4.8861584474363555,-5.364858553137038,-9.395944350424596,1.03722667415389,1.1891675789015665,0.47905659320659594,0
1973-07-01,1973,7,1973-07-01,3.5584646532525226,0.343322639910597,-3.260903945568041,-4.058041474901627,-9.525209655493267,0.8376470786267836,0.9501668933857459,0.37993488777802115,0
1973-08-01,1973,8,1973-08-01,3.8940917164165847,0.33098495277258316,-1.371808415107999,-1.8151721785584227,-9.020275224052325,0.6105541863130882,0.6786444560787626,0.26995380530655044,0
1973-09-01,1973,9,1973-09-01,3.228620179987997,0.31037659571870485,0.9212661823022679,0.4769570497147518,-8.21471903570125,0.36929511837454093,0.4321225268653048,0.1358063126180739,0
1973-10-01,1973,10,1973-10-01,1.7539167964677302,0.2931808523123205,2.5107266761172333,2.5996951877889343,-7.210727384820907,0.07555026701329245,0.14562330109601812,-0.035814655934528955,0
1973-11-01,1973,11,1973-11-01,1.0671480034579943,0.2619310889181027,3.5303327407322342,4.060119651769198,-6.202899767515655,-0.2807077856962751,-0.1725642732190414,-0.2407949251191034,0
1973-12-01,1973,12,1973-12-01,-0.15195273090092054,0.19667162034423602,4.496197562463573,5.428170469169715,-4.8797979461439684,-0.6436182890869915,-0.5148958291098527,-0.46741532083153603,0
1974-01-01,1974,1,1974-01-01,-0.7748187907071278,0.10496088723764516,6.024359668940804,6.656706492984573,-2.9832354317061784,-0.9682085933369244,-0.8139156849649227,-0.6923949628859526,0
1974-02-01,1974,2,1974-02-01,-0.07708346435567748,0.009243509624458579,7.36239530336983,8.31752417643011,-0.23460595715629218,-1.20696498934784,-0.9921016618004133,-0.8498742594795571,0
1974-03-01,1974,3,1974-03-01,0.024752858516400078,-0.07185880673904055,8.57365145904409,8.824471246044931,2.5951528159601542,-1.350679936073033,-1.0802207790143732,-0.9472746028577943,0
1974-04-01,1974,4,1974-04-01,-0.0656091839187316,-0.13487420178412668,9.33572623268837,9.463887519615966,5.820920109888544,-1.4161018599769923,-1.0792390321288787,-1.0172531936018265,0
1974-05-01,1974,5,1974-05-01,-1.0078033962210187,-0.18932451650936877,8.712384293190576,8.797345888333792,8.41164005303515,-1.4431762493561793,-1.0440679875358894,-1.0772052169319442,0
1974-06-01,1974,6,1974-06-01,-2.248362728733712,-0.2463094109343475,8.746881641295438,8.289147981335155,10.516702862930075,-1.4452636049044079,-0.9972517929345479,-1.09968301411398,0
1974-07-01,1974,7,1974-07-01,-2.1042543247925485,-0.2984602120911652,8.802473214178804,8.14697239355003,12.507553801459753,-1.3923367724227311,-0.9087463277735333,-1.1096342394425065,0
1974-08-01,1974,8,1974-08-01,-2.8762109623615117,-0.3124201682776109,7.511058529147673,6.754798053546943,13.928845191890082,-1.300256172343249,-0.8077623351926623,-1.0662778486281912,0
1974-09-01,1974,9,1974-09-01,-2.9452662391710596,-0.3467576482358849,7.311325475031164,6.264895647987513,15.188052911178396,-1.215674898095491,-0.7342777627863482,-1.0304210013266564,0
1974-10-01,1974,10,1974-10-01,-2.3538539283139697,-0.3731620178368861,6.734437137958263,5.97826913051062,16.400928127573806,-1.1294127966639114,-0.6799372995977947,-0.9962042494345862,0
1974-11-01,1974,11,1974-11-01,-2.252506551122753,-0.37147286381065764,5.421939966541591,4.54285980245943,16.861269994654926,-1.0231634946599817,-0.6214515795799854,-0.9320131294775119,0
1974-12-01,1974,12,1974-12-01,-0.5747916899814367,-0.3856874230684904,4.654135671030048,3.704202671261638,17.019970462957524,-0.916066722010995,-0.5546100028021295,-0.8561287766910954,0
1975-01-01,1975,1,1975-01-01,0.35725830113868273,-0.37464303423468204,3.536727415181931,3.081344749523885,16.86445653096943,-0.7798160173977933,-0.45028979673598035,-0.747769999666435,0
1975-02-01,1975,2,1975-02-01,-0.9684903973852366,-0.35150048021578956,3.1753199907918086,2.4530459507963385,15.935938051054118,-0.6985645856399678,-0.41013567090932046,-0.6710773676831435,0
1975-03-01,1975,3,1975-03-01,-1.6121397189354274,-0.3282131175806474,2.2302983605547455,1.7744822714875377,15.140648043379246,-0.6689390041179932,-0.4032486447783376,-0.6476394785483965,0
1975-04-01,1975,4,1975-04-01,-1.5959859590974963,-0.3120252223128803,1.5728583773725258,0.9286239446622725,13.7705245450958,-0.6360194976629396,-0.3839267371479961,-0.630945821832527,0
1975-05-01,1975,5,1975-05-01,-0.9619649813406512,-0.2944127717464992,1.9872016208132754,1.1237007808496722,12.60197719486658,-0.6230859265670974,-0.4012490656487202,-0.6325589596709806,0
1975-06-01,1975,6,1975-06-01,0.012691263839230027,-0.2837409381602734,2.0985812481063046,1.9064685383823141,11.942878427217815,-0.6484982678506114,-0.44859267587187523,-0.6625308689008824,0
1975-07-01,1975,7,1975-07-01,-0.6738853843427541,-0.2806764606061065,3.1938366615694718,2.182901433394634,11.37177778638978,-0.6897299125078905,-0.4992472292014164,-0.6941429224344184,0
1975-08-01,1975,8,1975-08-01,-0.8920267195623836,-0.2975104266519789,4.045931089703458,3.140074824501051,11.07690080606395,-0.7734740751951255,-0.5565896982511724,-0.7732803590311167,0
1975-09-01,1975,9,1975-09-01,-0.13036685206008647,-0.2922615381637716,4.377606352829711,3.695848204622352,11.150367051776914,-0.8588841274711353,-0.6222649248802128,-0.8574172030211473,0
1975-10-01,1975,10,1975-10-01,-0.3057400468750241,-0.30901458326545855,4.75492715434307,3.8066148506827058,11.109336511508602,-0.9334468742759637,-0.6712511585229007,-0.9398608884132184,0
1975-11-01,1975,11,1975-11-01,-0.3321778696823775,-0.3117941461437195,5.323938503444795,4.33887654623841,11.22959740017047,-0.9813553833724625,-0.6994252633222502,-1.021496542101096,0
1975-12-01,1975,12,1975-12-01,-0.08154886710370102,-0.30800472359008857,5.956628081076687,5.189946956994429,11.583912086383373,-1.0617499626207134,-0.7642437532296564,-1.1081057280338167,0
1976-01-01,1976,1,1976-01-01,-0.853484459453438,-0.3184642301926725,6.3613478564827295,5.497549903409923,11.917043510140338,-1.1921569145217685,-0.8782500886163793,-1.1947401632704846,0
1976-02-01,1976,2,1976-02-01,0.09988104991156121,-0.34194487253897865,6.929025764123367,5.966346166928211,12.450859789718532,-1.2408964049604065,-0.8997558727229225,-1.2580406368088743,0
1976-03-01,1976,3,1976-03-01,0.39327879423647105,-0.36808065671947043,7.3211201743669045,6.264122256007224,13.044544341255316,-1.2187756377729486,-0.8837177802213518,-1.2687888933725289,0
1976-04-01,1976,4,1976-04-01,0.8354463718175424,-0.4022686526152266,7.23230598109708,6.2751807547684475,13.701233543162774,-1.2166802539566346,-0.8918891853074618,-1.2554214698019448,0
1976-05-01,1976,5,1976-05-01,-1.0013195028130384,-0.4242613288398418,7.063842662221683,6.503571305713538,14.423999246978925,-1.1845710603429964,-0.8300384297530286,-1.2245276532794998,0
1976-06-01,1976,6,1976-06-01,-1.4750499101443477,-0.4442650911253562,6.839156983152384,5.66465190583234,14.791525290529876,-1.091640778789983,-0.6865421394060921,-1.1694922974952957,0
1976-07-01,1976,7,1976-07-01,-0.2872138783209969,-0.43531061857317077,4.441460608579445,4.394904702539384,14.80144522002859,-0.9895300748559208,-0.5521904074718007,-1.102763917876365,0
1976-08-01,1976,8,1976-08-01,-1.1017423630175243,-0.4334528963577831,3.1946322432864727,2.7282421607846237,14.324511022554312,-0.853264904847134,-0.39952646302849837,-1.0085606209573317,0
1976-09-01,1976,9,1976-09-01,-1.6606699088760561,-0.4243616399338195,0.9673148347502374,0.23263946088215087,13.109282009294304,-0.6903322837106952,-0.21436203462075068,-0.8801900082045724,0
1976-10-01,1976,10,1976-10-01,-1.899931181922058,-0.4030104027060587,0.6167503351965956,-0.2798247228652876,12.25255271619103,-0.47571932761742286,-0.005008913351734812,-0.6992930982388728,0
1976-11-01,1976,11,1976-11-01,-1.0104569619756734,-0.38968849740019884,0.4151074251536531,-0.4811255185273764,11.741262990436732,-0.27861851193220194,0.17932309577046257,-0.5167545422979207,0
1976-12-01,1976,12,1976-12-01,-0.866316582233363,-0.33002669847001864,-0.4771656060531527,-1.768051262695014,10.960789896301952,-0.07733742231992914,0.38451040941453346,-0.3591897324990935,0
1977-01-01,1977,1,1977-01-01,-0.2963407154326806,-0.2778847317573739,-0.46982830889974825,-2.1495101590518417,9.901827246271088,0.15476489580237585,0.6155099460153886,-0.2233165724750028,0
1977-02-01,1977,2,1977-02-01,-1.7711640608207895,-0.25449631950505536,-1.1153741696638335,-2.0600391023110647,9.058504837763639,0.2902012998460718,0.7531765660403583,-0.12827610363986214,0
1977-03-01,1977,3,1977-03-01,0.7163090497723987,-0.2226459696839688,-2.020411481390934,-2.5114335835274346,7.948033786803689,0.37401009022548803,0.8267413867804034,-0.06649168988984638,0
1977-04-01,1977,4,1977-04-01,0.2851871068943118,-0.19761684160435858,-1.8680832538251029,-2.3365281680314607,6.915754226174465,0.4194479054111979,0.8277420954734449,-0.018116674216334644,0
1977-05-01,1977,5,1977-05-01,2.005531039893442,-0.17782016695284586,-2.2008797228199186,-2.710257826588163,6.079012670533122,0.4632325080197432,0.8237646463103805,0.016117814166180272,0
1977-06-01,1977,6,1977-06-01,1.9791104087911338,-0.1494895813845106,-1.982558969897594,-2.274708478436386,5.689786845111527,0.4953384197442606,0.7797660857042849,0.06449407073742484,0
1977-07-01,1977,7,1977-07-01,1.143455543397242,-0.11995012300341362,-1.6548837699490142,-1.826022419982178,5.287056316713108,0.515791058689413,0.7241226531850092,0.11872975258687517,0
1977-08-01,1977,8,1977-08-01,1.287436085031139,-0.091903259124549,-1.120679093296696,-0.8623573612874018,5.151439655418276,0.5045650381166236,0.6284581080112208,0.16294056773084675,0
1977-09-01,1977,9,1977-09-01,2.2408171707844744,-0.07497571969031744,0.0537153731436041,0.49129444294735114,5.048006531203147,0.5125063855327522,0.556960558284524,0.21965199915406564,0
1977-10-01,1977,10,1977-10-01,2.725763868586945,-0.0589117360173651,-0.6233235771560319,-0.08607611274912447,4.973538653000797,0.5021277054986687,0.5029847369198124,0.24472278421767366,0
1977-11-01,1977,11,1977-11-01,2.166845925671468,-0.05375710781414511,-0.6178877492948542,-0.09224220887525655,4.711715652969768,0.48257041272058027,0.45315446686994143,0.2631020820260045,0
1977-12-01,1977,12,1977-12-01,1.4802935014226102,-0.07848046046760754,-0.06393619283846655,0.16415654463240342,4.55592986717741,0.4996930360352402,0.41834588405164214,0.3173406864007901,0
1978-01-01,1978,1,1978-01-01,2.071576403181734,-0.07898592767314008,-0.48653083719278384,-0.09615285547156054,4.966108340194996,0.4859704107025639,0.35601618318292805,0.3582211666232624,0
1978-02-01,1978,2,1978-02-01,1.704359687630526,-0.04683157499703905,-0.9024525857596333,-1.260470812163701,4.99882832307144,0.4755817872751491,0.30868675510588445,0.3857689078418352,0
1978-03-01,1978,3,1978-03-01,0.8690384418223306,-0.039714334227894305,-0.2029379204654876,-0.83218221968979,5.2273811377036,0.4427313421260107,0.2514216905524361,0.39255984801091004,0
1978-04-01,1978,4,1978-04-01,0.5444223716237998,-0.03256885528407924,0.1574627854247015,-0.7292724710959212,5.546552967106333,0.4156773077291414,0.22575941797238894,0.36177537520406367,0
1978-05-01,1978,5,1978-05-01,-0.44032838130725804,-0.015038212800136175,0.7574303278891488,-0.11042920168669518,5.879249452061,0.371136389256708,0.16095207185077376,0.3568500956247457,0
1978-06-01,1978,6,1978-06-01,1.1520561044574462,-0.03381504755081011,0.5714285747639491,-0.4056987534876464,6.0130349863846835,0.3107502977552851,0.09529026281554556,0.32356676455904076,0
1978-07-01,1978,7,1978-07-01,0.6572058344671038,-0.06227781147660222,2.0383058175123616,0.4970163680097553,6.541056296095904,0.2570439371774411,0.04215001116696093,0.27614258256808544,0
1978-08-01,1978,8,1978-08-01,1.1845907621145226,-0.07567615069636888,2.0904955769857136,1.092712778108754,7.3234907207645,0.19165910034226724,-0.011844710904528294,0.23286037828424855,0
1978-09-01,1978,9,1978-09-01,-0.5032241289720321,-0.09688104443147294,2.6545072959859675,1.8315614661721826,8.328151116762026,0.09877489293853087,-0.07000590311284585,0.17624540772403893,0
1978-10-01,1978,10,1978-10-01,-0.29517387809992,-0.10657846522098782,2.9604216084011097,2.386417498878013,9.051758442714,0.007570340021170602,-0.1273122572809781,0.10548952098687428,0
1978-11-01,1978,11,1978-11-01,-0.023388497211912385,-0.11615807056537822,2.7917134432816346,2.2391151429652063,9.643635039473484,-0.06447931198820434,-0.169639764512284,0.045542321922719634,0
1978-12-01,1978,12,1978-12-01,-0.007038039031068144,-0.11176171307513166,3.191930060771649,2.8499620719579783,10.330302606607322,-0.12818269329649135,-0.1902791351008345,-0.003545836195598173,0
1979-01-01,1979,1,1979-01-01,-0.24645250295559684,-0.09282472687095353,3.411668910874938,3.349602232559355,10.291503559140661,-0.1910644799562478,-0.22927300659926028,-0.0343252790205654,0
1979-02-01,1979,2,1979-02-01,0.23833306578846736,-0.10229725037237983,3.7534061848597386,3.766689848480193,10.519644263768502,-0.23061233396458997,-0.2541000778735172,-0.06010417446459626,0
1979-03-01,1979,3,1979-03-01,0.6171135809969261,-0.09441581331037177,3.4116888925940065,3.088817450532046,10.866417421089727,-0.21595612311588075,-0.22136313613326977,-0.05080722629012201,0
1979-04-01,1979,4,1979-04-01,-0.4104008766066092,-0.0809091223049167,2.87849602755687,2.6901269424909118,10.892959236234123,-0.15633619035873658,-0.13785665999661345,-0.004085092999711978,0
1979-05-01,1979,5,1979-05-01,-0.22365040920609625,-0.09158724533991,2.696860966451384,2.1572729594009825,10.852216220530007,-0.11587011486324207,-0.04682880133071873,0.013495973707405629,0
1979-06-01,1979,6,1979-06-01,-0.16486501784869778,-0.0810098838398855,3.4562939147175022,3.0795676133695724,10.96983833721999,-0.08124905574593419,0.02084450369329377,0.03938581736308455,0
1979-07-01,1979,7,1979-07-01,-0.6171147593604025,-0.054740681207629094,1.996026245500258,1.7213640777566177,10.559294083406867,-0.07494857387835614,0.06603915547870925,0.07363455020564044,0
1979-08-01,1979,8,1979-08-01,-0.06842965030119619,-0.019436440215628903,1.815943593838126,0.8046955407873446,9.813036465416873,-0.017826424417209635,0.16121255877438717,0.08452541523888324,0
1979-09-01,1979,9,1979-09-01,0.5867552627290579,0.006648971400954579,1.0670113098312777,0.09303146305050627,9.246068593305298,0.0642962642144761,0.2688859865340838,0.09958345685671281,0
1979-10-01,1979,10,1979-10-01,0.96520495760299,0.03391653969784125,0.08349789285703135,-1.0853936582265198,8.350008427722976,0.1114316275335713,0.33908070832925463,0.13050032065398928,0
1979-11-01,1979,11,1979-11-01,0.4701893784729446,0.07814442957340813,0.37089716455879107,-0.7161724551064294,7.8408543361166565,0.16688867908268112,0.39675413281089505,0.1722260133001985,0
1979-12-01,1979,12,1979-12-01,1.189438528934469,0.07921379773163448,-0.7816196742638937,-1.663418631741191,7.091305846020388,0.21485835127651953,0.4311154848162285,0.20981048374964936,0
1980-01-01,1980,1,1980-01-01,0.8861223171736318,0.08758211730656638,-0.9640712970228255,-1.8329868316590732,6.957225516516375,0.2703163888353137,0.48878883710831356,0.23653713436525042,0
1980-02-01,1980,2,1980-02-01,0.6467057307097543,0.09369287901855593,-0.6601098527789077,-1.4252217407369776,6.596932031536628,0.30660824353454474,0.5147954595689768,0.2749309280450026,0
1980-03-01,1980,3,1980-03-01,0.961418876048082,0.11209896775785426,-1.790135108270654,-2.1505387188497225,5.833426038619853,0.31042470713336234,0.5041779259095723,0.2917083427818602,0
1980-04-01,1980,4,1980-04-01,1.6166014641157274,0.14079958957473282,-2.102917089323744,-2.6037536807214705,4.9067706925204,0.30255079774929233,0.48101770896847207,0.30426970483110977,0
1980-05-01,1980,5,1980-05-01,1.8246486756457792,0.18429099553181286,-2.610274005289065,-2.8814571974115712,3.830634924930298,0.32968937725177494,0.47204534654863317,0.3401897360927022,0
1980-06-01,1980,6,1980-06-01,1.5852302919049812,0.19961724865925132,-3.134853597141968,-3.483754207635903,2.6304871160427714,0.3709830057280003,0.4905515529517263,0.37275198717247054,0
1980-07-01,1980,7,1980-07-01,1.1755765007467451,0.19046060926163128,-2.637921359859159,-2.935260947984969,1.847955005745877,0.40478907202920167,0.4965789222144825,0.39033953193131044,0
1980-08-01,1980,8,1980-08-01,1.2556570185815095,0.17217243681758398,-2.37382472953695,-2.2463716097104327,1.4460991057942416,0.38108352409784896,0.45675148422110223,0.4029026441660088,0
1980-09-01,1980,9,1980-09-01,1.9534369320198635,0.17562819091437898,-2.6366542084812554,-2.5844235291293556,0.9190145497827187,0.33404504299807924,0.39275719571184337,0.40379951682249426,0
1980-10-01,1980,10,1980-10-01,1.1390814058979228,0.17107395557874253,-2.3068283904644518,-1.959511453565013,0.7806143623761139,0.30285225851680636,0.32045070366620665,0.416388288255896,0
1980-11-01,1980,11,1980-11-01,1.3043600438312448,0.15895461076973696,-2.4912010129905124,-2.0155402912773894,0.46889124624090117,0.26998119501383344,0.2789560028867258,0.4039526476093144,0
1980-12-01,1980,12,1980-12-01,0.23440323042148625,0.15057476845273698,-2.4413406825795967,-1.5655630800016924,0.3791492197567332,0.23045578023016342,0.24331574605222167,0.37654219975793296,0
1981-01-01,1981,1,1981-01-01,0.03758048527408808,0.09335076187853043,-1.9283973009631339,-1.2054349705417413,0.15475050226058373,0.15508541840780155,0.1518205656701067,0.33410735274536,0
1981-02-01,1981,2,1981-02-01,1.7790569975310073,0.0751133516268277,-2.437033179651239,-1.5600167429528498,0.2823491034554486,0.08304872713352748,0.07532511539741642,0.28917289914362476,0
1981-03-01,1981,3,1981-03-01,0.3899286707643699,0.0553673400185099,-1.1605193920894945,-0.4813839528616222,0.4210122793431528,0.026881456664174116,0.040560160698708325,0.258479746793104,0
1981-04-01,1981,4,1981-04-01,0.6191036970634376,0.0275903627852932,-0.8529117832135571,-0.0009267685655447964,0.9096620541639928,-0.011821297086672816,0.013230813433041139,0.2027126902570964,0
1981-05-01,1981,5,1981-05-01,0.4437432670597694,-0.011428129689274508,-0.023099851158640466,0.46918919856868596,1.6471839968646855,-0.0663451846432285,-0.0199107979224028,0.13363740037498417,0
1981-06-01,1981,6,1981-06-01,-0.4346833384880109,-0.022924855528056814,-0.03713262317531804,0.31393541501957045,2.288301893195931,-0.12254736864260725,-0.06307413288081415,0.07037107339293573,0
1981-07-01,1981,7,1981-07-01,-0.034945393459754226,-0.042036103588140195,0.8364234761671275,1.0763470607798344,2.9949769658290193,-0.17123740018395794,-0.09454974744377387,0.00712980986276969,0
1981-08-01,1981,8,1981-08-01,-1.232873725522645,-0.03237790489534256,0.6388728567196909,0.13813571189647206,3.259028168637282,-0.18410574179902872,-0.12771381360130446,-0.028635814937255005,0
1981-09-01,1981,9,1981-09-01,-1.4723029720353065,-0.044562408434966894,1.1429410540455007,0.6091659207584404,3.7095578750778566,-0.17697384993849372,-0.13254494906083075,-0.04023442751529063,0
1981-10-01,1981,10,1981-10-01,-1.0299676545093188,-0.06163827877156705,1.713869040565689,0.9875906490300747,3.9561827465993598,-0.18066321178856665,-0.11318838737049891,-0.07097469903047864,0
1981-11-01,1981,11,1981-11-01,-0.24699877902207668,-0.09080848535320074,1.7843054075843152,1.1877246389706058,4.174205343099173,-0.2068642478803049,-0.13968704651119895,-0.09590598937050074,0
1981-12-01,1981,12,1981-12-01,0.472234667441071,-0.0651636502230788,1.9526037068929798,1.4130232541741992,4.281811941094764,-0.2280532542093026,-0.14533135747259987,-0.10164564324478575,0
1982-01-01,1982,1,1982-01-01,1.7069569152113482,0.052986421737991674,3.3430718325621105,2.7116576100276273,6.732670863263255,-0.44149350492586037,-0.3547125101209899,-0.2378188449048535,1
1982-02-01,1982,2,1982-02-01,0.7910569152113336,0.03912558840465846,3.414997665895444,2.8717481100276276,6.712886836069509,-0.4023268382591937,-0.28137917678765667,-0.23865217823818685,1
1982-03-01,1982,3,1982-03-01,0.6632569152113286,0.025063505071325015,3.621589749228778,3.4103539433609615,7.021005911763045,-0.338160171592527,-0.24054584345432328,-0.21865217823818683,1
1982-04-01,1982,4,1982-04-01,1.1105569152112849,0.007590255071325214,4.2190201658954445,3.8628472766942945,7.334698158182388,-0.27649350492586033,-0.1980458434543233,-0.14781884490485347,1
1982-05-01,1982,5,1982-05-01,1.8986569152112944,-0.009422078262008138,3.7990493325621113,3.666028110027628,7.6461468607902745,-0.19149350492586034,-0.12054584345432329,-0.06865217823818681,1
1982-06-01,1982,6,1982-06-01,1.0679569152113235,0.004480671737991632,2.6571563325621117,2.948163943360962,7.646982121947056,-0.10899350492586032,-0.03971251012098995,0.01801448842847988,1
1982-07-01,1982,7,1982-07-01,1.6217569152114255,0.04049458840465828,0.808721332562112,1.2814747766942964,6.923563807912027,-0.024826838259193684,0.04445415654567669,0.08968115509514654,1
1982-08-01,1982,8,1982-08-01,1.9625569152113578,0.03337733840465826,-0.18896533410455474,1.3361556100276288,6.521839958765604,0.08017316174080635,0.18445415654567668,0.15634782176181317,1
1982-09-01,1982,9,1982-09-01,1.238356915211411,0.04343908840465846,-1.441511584104554,0.17678061002762946,5.602945562095011,0.22017316174080634,0.3611208232123434,0.21718115509514654,1
1982-10-01,1982,10,1982-10-01,1.1105569152114063,0.03526617173799168,-1.4828824174378872,-0.8322027233057039,5.121547504851123,0.41100649507413956,0.5677874898790101,0.30468115509514654,1
1982-11-01,1982,11,1982-11-01,0.04555691521140681,0.035897838404658405,-2.418335417437887,-2.499793556639038,4.553466029180445,0.6051731617408063,0.8019541565456766,0.3780144884284799,1
1982-12-01,1982,12,1982-12-01,0.06685691521126658,0.020149338404658462,-2.9803512507712213,-3.543645639972372,3.904971089061215,0.8051731617408063,1.0444541565456766,0.42801448842847983,1
1983-01-01,1983,1,1983-01-01,-1.6808241734457878,-0.1022763055403354,-5.895221546780514,-6.440257872688837,0.49851525689899123,1.2397569515866995,1.554444259904063,0.5977806373380262,0
1983-02-01,1983,2,1983-02-01,-0.8552730157224868,-0.043175715407033105,-7.309059980261766,-8.232459722914532,-0.9522447562568812,1.4152225917874148,1.7454358336029077,0.6395194565673304,0
1983-03-01,1983,3,1983-03-01,-1.79712481735482,-0.02082989483350603,-8.314890074615585,-9.602126272454836,-2.893464823658349,1.519056939560389,1.8931586170389436,0.6521653646522292,0
1983-04-01,1983,4,1983-04-01,0.008223577613681199,0.018045897055846916,-9.351226937915877,-10.916930808028605,-4.703396132963439,1.5803554168326073,2.022481744019839,0.6272377049497353,0
1983-05-01,1983,5,1983-05-01,-0.14586327369737828,0.09078271266200144,-9.47631932365746,-11.157141105845405,-6.537061588872092,1.617498805976758,2.1334924304969523,0.6073346605034263,0
1983-06-01,1983,6,1983-06-01,0.9352821396364496,0.11452070254826366,-9.149851535574607,-10.735535467848342,-8.129378157996797,1.6179632967669664,2.2144802404909227,0.5690737868102158,0
1983-07-01,1983,7,1983-07-01,0.972892341071072,0.1389550317136247,-8.891724662382847,-10.143766922640808,-9.328462624869575,1.5776059837846468,2.2463222679726846,0.5350041537425612,0
1983-08-01,1983,8,1983-08-01,1.755834646971314,0.14890710332472723,-8.169525930409353,-9.849239510070761,-10.325931790614794,1.4939030090863883,2.220641275550581,0.49340998806457914,0
1983-09-01,1983,9,1983-09-01,1.367275329393156,0.16774361311121241,-7.550164038658339,-8.868668133159273,-10.899328286037996,1.3260329047492632,2.07329247016142,0.4001491459625661,0
1983-10-01,1983,10,1983-10-01,1.426180870649212,0.1772621000314623,-7.445087140920665,-7.63809498624684,-11.498990574385648,1.0631742616360118,1.8301312043977147,0.269412817737453,0
1983-11-01,1983,11,1983-11-01,1.910918283711292,0.20224211041124898,-7.017356154098862,-6.62469553993077,-11.766544314647492,0.7953031316852232,1.54361335148238,0.13698522675646632,0
1983-12-01,1983,12,1983-12-01,2.055020619380548,0.20237932753863594,-5.870706529724244,-5.39175279598695,-11.620728166393329,0.5257767546907465,1.2346163660289542,0.024582110295635805,0
1984-01-01,1984,1,1984-01-01,2.5184546831993897,0.18635793081740928,-4.6965407065221445,-4.049174650465816,-10.86441369354997,0.2737377767848076,0.9355959609714111,-0.07784565157704859,0
1984-02-01,1984,2,1984-02-01,1.4269870230244124,0.12978508142230127,-3.0191642463323305,-1.7263259726727544,-9.786990984139152,0.09586480335996776,0.7307408587827711,-0.16610687041997746,0
1984-03-01,1984,3,1984-03-01,1.805551191013397,0.12851635043499057,-2.0984280848983388,-0.7372380193678816,-8.437551653385775,-0.06281807865987148,0.5709288968006092,-0.2568191139889649,0
1984-04-01,1984,4,1984-04-01,1.0761801705900995,0.10382467206740492,-1.458774057206042,0.6399599540059424,-7.259287774481289,-0.19902579255440367,0.4002376918601079,-0.33424731642191763,0
1984-05-01,1984,5,1984-05-01,0.34697430051371797,0.06907664478547061,-1.1093561215234382,1.2934802625640276,-6.151040224889108,-0.33522218688064714,0.17790069035381095,-0.4133178170795584,0
1984-06-01,1984,6,1984-06-01,-0.14810014120861048,0.03453312425138198,-0.6238042468786673,2.188476589422779,-4.809211453998246,-0.4555981811288713,-0.0469601763835161,-0.4790797921812243,0
1984-07-01,1984,7,1984-07-01,-0.004009313912731849,-0.005860020141029765,0.41998390105078875,2.790261240373523,-3.3746312954055564,-0.4884629002595019,-0.17930016680079847,-0.5064841146399383,0
1984-08-01,1984,8,1984-08-01,-0.5203871536148343,-0.01322619669177319,0.296964340724161,2.674940999111788,-2.3259280959717166,-0.4863407134582207,-0.26833088502019986,-0.5255799980781155,0
1984-09-01,1984,9,1984-09-01,-0.7385667036453727,-0.047466447064598655,1.1774572310654814,2.9309592257686368,-1.150306755369263,-0.47171953757504603,-0.3081966320438465,-0.5063428988917841,0
1984-10-01,1984,10,1984-10-01,-0.31758078585755384,-0.03368111280614766,0.6460778303980336,2.3332719359633454,-0.18834221586622046,-0.43125383000633155,-0.3138748272180526,-0.4945815646347437,0
1984-11-01,1984,11,1984-11-01,0.08193634473100675,-0.0551131250828637,0.8364122886728205,2.171169102449768,0.5183798997470528,-0.42330149723589544,-0.31124407232177953,-0.4870119513753989,0
1984-12-01,1984,12,1984-12-01,0.6733190863866365,-0.06592783302209657,0.21184594522596145,1.9652761699089678,1.0572743259005235,-0.4495046907033293,-0.34775909497209995,-0.4977514995202129,0
1985-01-01,1985,1,1985-01-01,-0.4607670199672684,-0.0036655723787418215,0.09531468865836042,1.5957387308726956,1.1819164937969693,-0.4907214732122531,-0.40513206787824335,-0.4826828968337733,0
1985-02-01,1985,2,1985-02-01,0.002645271729364518,-0.007219039231717683,-0.5772726553352898,0.5445379035777179,1.3338176473353394,-0.5352729474241361,-0.46834036271355634,-0.48261488919047424,0
1985-03-01,1985,3,1985-03-01,1.5741582521567912,0.007052009118158176,-0.7913775227640943,0.5459125741836597,1.3775882622728677,-0.5581217515697828,-0.5148152111205047,-0.4966400453728853,0
1985-04-01,1985,4,1985-04-01,-0.43323240244785177,-0.021783789670085457,-0.7082051672302478,0.31705418474162556,1.8245177372967833,-0.6001760426626319,-0.56219414483981,-0.5190733379438563,0
1985-05-01,1985,5,1985-05-01,0.030342971808557107,-0.038076032228532244,-0.9802038566385163,0.09723371523465907,2.445907457665842,-0.6255526955724245,-0.5745521877410424,-0.5364826411597081,0
