,year,month,time,CGR,tmp_cru,pre_cru,pre_gpcc,tws_grace,nina34,nina3,nina4,eruption
1961-02-01,1961,2,1961-02-01,-0.161537543360595,0.07965500522726077,-0.3467317338560622,1.8220585466264023,0.32546522366497865,-0.007530536225126061,-0.032431846621985005,-0.042660699764839105,0
1961-03-01,1961,3,1961-03-01,0.3447666924940933,0.08891412841046592,-1.5738610187080657,1.0498683771973274,-0.06495778292054633,-0.012046814394331001,-0.03806615749751863,-0.040004528248778926,0
1961-04-01,1961,4,1961-04-01,-0.7469521821998137,0.10810223161542243,-1.418682611291218,1.06677854789334,-0.7743801766599352,-0.023267809693546998,-0.025435327051733236,-0.0490881918293386,0
1961-05-01,1961,5,1961-05-01,-0.5391948090262582,0.15823901166366128,-2.035326353884334,0.5782653146299577,-1.5760116338061718,-0.017810224521979168,-0.003615396278142835,-0.06148159943813697,0
1961-06-01,1961,6,1961-06-01,-1.3114106872892723,0.1473967953944934,-0.803997974703168,0.8182307561054845,-2.0552474175096815,0.01763422563043701,0.03151496624127037,-0.051399866301824026,0
1961-07-01,1961,7,1961-07-01,-0.9119503973868113,0.1384913064195265,-0.5557393260457495,0.8716055809089025,-2.2549226466819037,0.01725729768031231,-0.0008322172734420707,-0.04879450132889468,0
1961-08-01,1961,8,1961-08-01,0.1689367540908362,0.10764469843819363,-0.3218723690359174,1.0431536347957264,-2.4676474462349094,-0.026466135815028297,-0.059868978527911065,-0.06204736832729263,0
1961-09-01,1961,9,1961-09-01,0.01442545579100285,0.10506222121431924,-0.4427328461712853,1.2481040351997519,-2.510488731926198,-0.0818568527563289,-0.14723930121130185,-0.06196754467420251,0
1961-10-01,1961,10,1961-10-01,1.4149901979354773,0.08342579790483984,-0.24314950905063007,1.4014385446021405,-2.507712688797009,-0.12556888544555225,-0.18292047320038324,-0.09019735886713837,0
1961-11-01,1961,11,1961-11-01,0.6001819702365783,0.0623777814705499,0.69346710811731,2.0565152144135688,-2.1374760449819092,-0.14096081279972153,-0.17279123671223634,-0.11011879790995105,0
1961-12-01,1961,12,1961-12-01,-0.0014503018537801449,0.004677536553336525,0.9339529617483613,2.5125602027880958,-1.5398678713266476,-0.1621740149551771,-0.17180616383057096,-0.14501649963362034,0
1962-01-01,1962,1,1962-01-01,0.4502569152114022,-0.23840516159534103,3.5615029158954448,5.133610526694295,0.4833072541560323,-0.5364935049258603,-0.6213791767876565,-0.5019855115715202,1
1962-02-01,1962,2,1962-02-01,0.024256915211426477,-0.20804216159534095,3.2486646658954452,4.813122193360963,0.8585775799134101,-0.568160171592527,-0.6405458434543233,-0.5228188449048535,1
1962-03-01,1962,3,1962-03-01,0.6419569152113489,-0.2019658282620077,3.9117604992287784,5.197565193360963,1.4552486637902724,-0.5789935049258603,-0.6697125101209899,-0.5253188449048535,1
1962-04-01,1962,4,1962-04-01,0.5354569152113249,-0.23032974492867442,3.9271089158954444,5.061980193360963,2.0840971109535436,-0.598160171592527,-0.7405458434543233,-0.5144855115715202,1
1962-05-01,1962,5,1962-05-01,-0.8490430847886266,-0.2761768282620077,5.043111832562112,5.540785526694295,2.911569945624559,-0.6573268382591937,-0.8080458434543233,-0.5278188449048535,1
1962-06-01,1962,6,1962-06-01,0.0242569152114267,-0.2844519949286742,4.552872665895445,5.569493860027627,3.5741265790094596,-0.7064935049258604,-0.8605458434543232,-0.5344855115715202,1
1962-07-01,1962,7,1962-07-01,0.4502569152114029,-0.27292332826200755,3.2834773325621125,4.761973526694295,3.669728872891602,-0.7164935049258604,-0.8430458434543232,-0.5394855115715202,1
1962-08-01,1962,8,1962-08-01,-0.4869430847887133,-0.266324661595341,3.8254998325621132,5.091897360027628,3.9508474083081904,-0.7048268382591937,-0.7963791767876567,-0.5344855115715202,1
1962-09-01,1962,9,1962-09-01,0.8762569152113786,-0.2636756615953411,4.207397332562112,5.035971026694295,4.0330056723515275,-0.6914935049258603,-0.74721251012099,-0.5469855115715202,1
1962-10-01,1962,10,1962-10-01,-1.551943084788592,-0.25812032826200787,4.219563165895446,4.905993526694294,4.341414526246128,-0.6698268382591938,-0.7097125101209899,-0.5378188449048535,1
1962-11-01,1962,11,1962-11-01,-0.5295430847886748,-0.209024328262008,3.4742727492287795,4.013382193360962,3.9138480727610316,-0.6964935049258604,-0.7347125101209899,-0.5536521782381868,1
1962-12-01,1962,12,1962-12-01,-0.31654308478862636,-0.17927932826200788,3.7536623325621132,4.143476360027628,3.3421800584454493,-0.7214935049258603,-0.77721251012099,-0.5753188449048535,1
1963-01-01,1963,1,1963-01-01,-0.08224308478859799,-0.14320724492867454,3.4666123325621134,3.8284430266942957,3.1729245120802063,-0.7373268382591937,-0.79721251012099,-0.5919855115715201,1
1963-02-01,1963,2,1963-02-01,-0.6786430847886613,-0.11866132826200804,4.765247165895446,4.887699360027629,3.3753093506251957,-0.7339935049258604,-0.8113791767876567,-0.5969855115715201,1
1963-03-01,1963,3,1963-03-01,-1.4028430847886078,-0.1299429949286745,4.465406332562113,5.021336360027629,3.8102127673709907,-0.7023268382591937,-0.7747125101209899,-0.5794855115715202,1
1963-04-01,1963,4,1963-04-01,-0.060943084788617874,-0.13444191159534113,4.895863749228779,5.068796776694296,4.268437609681527,-0.6473268382591937,-0.69471251012099,-0.5586521782381868,1
1963-05-01,1963,5,1963-05-01,0.8123569152114356,-0.13313541159534104,4.233847082562112,4.349322193360963,4.476987249942647,-0.598160171592527,-0.6280458434543232,-0.5344855115715201,1
1963-06-01,1963,6,1963-06-01,0.06685691521138737,-0.12301249492867433,3.475102499228778,3.4227026100276294,4.319385403880126,-0.553160171592527,-0.5522125101209898,-0.5394855115715202,1
1963-07-01,1963,7,1963-07-01,-1.5093430847886322,-0.11202457826200751,4.003163665895444,3.1703204433609624,4.252657876126388,-0.468160171592527,-0.45221251012098995,-0.4986521782381868,1
1963-08-01,1963,8,1963-08-01,-0.998143084788613,-0.0883385782620073,3.2012019992287772,2.968380443360962,3.993375549713747,-0.37232683825919366,-0.3655458434543233,-0.43115217823818686,1
1963-09-01,1963,9,1963-09-01,-1.8501430847886857,-0.06474166159534078,1.90478783256211,1.6600117766942957,3.485698047286052,-0.25066017159252696,-0.2613791767876566,-0.3403188449048535,1
1963-10-01,1963,10,1963-10-01,-0.5721430847886373,-0.04448532826200724,0.9576378325621104,1.0818384433609622,2.678688594157184,-0.13482683825919364,-0.15554584345432326,-0.2528188449048535,1
1963-11-01,1963,11,1963-11-01,-0.9768430847886325,-0.06550032826200719,1.513779499228777,1.0183114433609617,2.2576977104020757,0.008506495074139697,-0.015545843454323235,-0.1853188449048535,1
1963-12-01,1963,12,1963-12-01,-0.40174308478855036,-0.06265332826200742,0.9305078325621108,0.3364864433609619,1.96882114749171,0.1710064950741397,0.1436208232123434,-0.11865217823818683,1
1964-01-01,1964,1,1964-01-01,-0.11235857456268494,0.11063464444587273,-1.0632606694076707,-2.464929982267852,-0.1388132127659214,0.6429999931454949,0.6716746270593105,0.2729066630258698,0
1964-02-01,1964,2,1964-02-01,0.18047791637072397,0.09801150092797006,-2.1282732721016684,-3.446202888951925,-1.147852463443415,0.7184254099803554,0.7134654579805468,0.3196350454763388,0
1964-03-01,1964,3,1964-03-01,0.005062080224197629,0.14028962022770947,-2.3741807960428902,-3.6003218074489602,-2.191033657885392,0.7047099444394584,0.69780189888427,0.29474597518398116,0
1964-04-01,1964,4,1964-04-01,-0.9161979136709542,0.1730852615441991,-2.8909675782714865,-3.9483692740354344,-3.134079453313186,0.634300890900565,0.5945924279093147,0.27147314481336854,0
1964-05-01,1964,5,1964-05-01,-1.8798832624952073,0.18426911938040294,-2.4566928309155096,-3.2928394869815643,-3.793825639606384,0.5655711438656721,0.46473903365393243,0.2540579832093309,0
1964-06-01,1964,6,1964-06-01,-1.0545396480033282,0.16334671118259864,-1.7242331269638207,-2.812187713931766,-3.997965133994062,0.47932761261397827,0.3323626057006464,0.22161725918241634,0
1964-07-01,1964,7,1964-07-01,-0.42072149027493544,0.12524556528332859,-0.7935310842308216,-2.321431988147725,-4.012255357834878,0.3580967654071797,0.20250894007590992,0.15170091388918483,0
1964-08-01,1964,8,1964-08-01,0.04252576057586066,0.08862146036347629,-0.0646380439911172,-2.1552305003845307,-3.7107549659927255,0.2010187724978297,0.02346557571386415,0.036758971035957155,0
1964-09-01,1964,9,1964-09-01,-0.857425131819425,0.0422270475139081,1.152251754929603,-0.5362098287649096,-3.1625073980306766,0.027273546754738365,-0.11224458374793012,-0.12651692091447791,0
1964-10-01,1964,10,1964-10-01,-0.05320164164096641,-0.01828278398731986,2.8582701082193225,0.7516956065288444,-2.0193441680373567,-0.13895892627774456,-0.2504319515126187,-0.281435034637482,0
1964-11-01,1964,11,1964-11-01,-0.6336488646380924,-0.06153544527682481,2.3996266223007745,1.0813502829693051,-1.1610153547649236,-0.32353858409307784,-0.39614234637818185,-0.42804546420393935,0
1964-12-01,1964,12,1964-12-01,-1.1713218142493673,-0.09977931323667838,2.5748107633453845,0.8999008118036682,-0.5158916605699075,-0.5231054439243613,-0.5851632644734157,-0.5621314056268859,0
1965-01-01,1965,1,1965-01-01,-2.2203653497402907,-0.11892061813100263,2.1783457552601173,0.9955052616829538,-0.11041046642352215,-0.6635195138501939,-0.6958738729397616,-0.661243030956707,0
1965-02-01,1965,2,1965-02-01,-1.0968070061375943,-0.12110487039636708,1.4296093712048763,0.14091575492985642,0.12773168511601773,-0.7422674584464914,-0.7332512492073289,-0.7128552616484836,0
1965-03-01,1965,3,1965-03-01,-1.6554301114125272,-0.17961199349447587,2.718403760735097,1.035413537993188,0.5455484713719465,-0.749309074675611,-0.7172265971393181,-0.7227259680802807,0
1965-04-01,1965,4,1965-04-01,-1.3199681875281006,-0.23212857445123208,2.433984487125519,0.6871649230114439,1.1082653489484444,-0.713891372412577,-0.6112708212058622,-0.7493393489447918,0
1965-05-01,1965,5,1965-05-01,-2.134532276788289,-0.22779575390466594,1.8959837926518486,0.10418997856186951,1.3142700400148393,-0.6159607687688443,-0.43445886602521255,-0.7250948091279237,0
1965-06-01,1965,6,1965-06-01,-2.0120666536041285,-0.2055461779150014,1.420111304218778,0.07485829544621697,1.1758257519102397,-0.4913774435474616,-0.26016993200886773,-0.6475427134393865,0
1965-07-01,1965,7,1965-07-01,-0.3345271676609276,-0.18141865878943925,-0.2966092341032922,-0.9016402883507191,0.7259159289319173,-0.3609478462268543,-0.11002480848807433,-0.5549659940756198,0
1965-08-01,1965,8,1965-08-01,-1.5965578576252668,-0.15952399079300789,-1.265524293791661,-2.2321841693707625,0.07211023689234186,-0.16303222459525638,0.10426395919219936,-0.43158176049510055,0
1965-09-01,1965,9,1965-09-01,0.37901331863682275,-0.13857456993678907,-2.059234495521126,-3.5776127807100724,-0.6092628169563084,0.06071620506008092,0.2902193119348233,-0.2798648043989945,0
1965-10-01,1965,10,1965-10-01,-1.0745418364404287,-0.10435122872744296,-2.9141589265500296,-4.5657889087811006,-1.5065707859497846,0.2936442935681409,0.48369753451653347,-0.10312317298643625,0
1965-11-01,1965,11,1965-11-01,0.5389329939794822,-0.07010335701708953,-3.406574488698246,-5.464519350636214,-2.2085875115407076,0.5315583588783765,0.6879860662631736,0.07525923959150102,0
1965-12-01,1965,12,1965-12-01,-0.4886186371869161,-0.04299119271837587,-3.8126545680569377,-5.191415654946816,-2.7139225498354413,0.758652118370937,0.9147974775933557,0.23533302749778479,0
1966-01-01,1966,1,1966-01-01,0.5071598213222674,0.0006713957148201666,-3.821331121253241,-5.119644113599105,-3.4617708525543693,0.9257318243631358,1.0799191991775394,0.357047551434355,0
1966-02-01,1966,2,1966-02-01,0.4592401132521988,-0.0030661593156844358,-2.565088924075019,-3.901367079383103,-3.8554171724566713,1.0386443454823182,1.1650408534586068,0.45626145009899166,0
1966-03-01,1966,3,1966-03-01,1.1786367858346922,0.02222977966693157,-3.544693147722948,-4.856296285494411,-4.387238614582573,1.1440971475005215,1.1860646593024278,0.581384216904515,0
1966-04-01,1966,4,1966-04-01,1.30112054879653,0.061085494974578436,-3.4727196411959884,-4.795245718065706,-5.282387453041943,1.2095086915334887,1.1711861991629424,0.6714302523376889,0
1966-05-01,1966,5,1966-05-01,2.0414775318545413,0.06565234653132418,-2.5284506442787134,-3.9474554188840463,-5.823963329401612,1.1724333588703015,1.0579973176639454,0.699834416783031,0
1966-06-01,1966,6,1966-06-01,1.9722648629201265,0.07444173404522342,-1.8618150190195208,-3.4167806055131873,-5.850792653215616,1.1353439104073242,0.9564520960794733,0.703212542390357,0
1966-07-01,1966,7,1966-07-01,0.4335252918932486,0.10350554507516335,-1.3648718727918157,-3.0539730538357532,-5.949672130705155,1.0874342948758655,0.8524298031096125,0.708282168977059,0
1966-08-01,1966,8,1966-08-01,1.1311161787518502,0.10643920458819506,-0.9060519292034066,-2.368666662835346,-5.823332590426434,0.9628438780997977,0.7042178495398626,0.6799923828277812,0
1966-09-01,1966,9,1966-09-01,-0.3012911297128451,0.09899299933922034,-0.7399262433972615,-2.414862455524288,-5.6372813408318505,0.8182529804750586,0.5385058757844479,0.653368631267366,0
1966-10-01,1966,10,1966-10-01,-0.34902551711104457,0.09931460688624427,-0.337456236833481,-1.7157372720887292,-5.399449479238729,0.6553419846418839,0.3828168587344924,0.6034364430407525,0
1966-11-01,1966,11,1966-11-01,-0.12002927680777487,0.10517745010150614,0.27634495338195836,-0.9274509691768027,-5.185168359283567,0.49741683324656816,0.19293820707935144,0.5643114517422549,0
1966-12-01,1966,12,1966-12-01,1.3445397681002562,0.11026514307186785,0.4801321712636627,-0.7916189548323859,-5.289233872786749,0.33617163128788075,-0.0019174682344236804,0.508544734188077,0
1967-01-01,1967,1,1967-01-01,1.573539552758747,0.060430803497185714,1.0726506205618693,0.18518212067872736,-4.920710895832769,0.18657893095621192,-0.14929609069668093,0.4160851785556675,0
1967-02-01,1967,2,1967-02-01,-0.15705886229465094,0.03872420639352425,1.1963227280454776,0.5322595428598722,-4.345161230356473,0.06615246468716789,-0.23250801571191904,0.31362500187109904,0
1967-03-01,1967,3,1967-03-01,-0.7156429796485113,0.000598994950114895,1.6813168321365826,0.9838757259675031,-3.5228691195267716,-0.07673309335003423,-0.30648434273919,0.20790775232137443,0
1967-04-01,1967,4,1967-04-01,-0.5718379668289622,-0.015257561791150176,1.912767603970456,1.4389736603172747,-2.4828675497077977,-0.19632701917107076,-0.3863628464436335,0.17711307050030184,0
1967-05-01,1967,5,1967-05-01,-0.12966043291747686,-0.014037761563241269,1.0055982995207147,0.8102459526932391,-1.496514561732222,-0.21424087718701218,-0.3545516627452329,0.16884344292140901,0
1967-06-01,1967,6,1967-06-01,-1.3703518762080305,-0.04035778476644486,0.8457031077876644,0.3118246986171077,-1.124436777027178,-0.22966891387058877,-0.32609670296886495,0.13888089862919095,0
1967-07-01,1967,7,1967-07-01,-1.7375709141609383,-0.0851444153017864,0.9056362558638882,0.43485739230079434,-0.45331934585304245,-0.2609168371290068,-0.33928537477878484,0.09977678877690466,0
1967-08-01,1967,8,1967-08-01,-0.9121588179007825,-0.11070180119184903,0.5522546194816366,0.9196400340288677,0.036514441185230506,-0.26551227581517717,-0.3591635803701401,0.07731306615237182,0
1967-09-01,1967,9,1967-09-01,-0.8109449269969795,-0.12989174205960052,0.5924406622772131,1.05496641115694,0.3319121622891852,-0.30094140571838135,-0.40070835340898203,0.045682085114607585,0
1967-10-01,1967,10,1967-10-01,0.6323411884280765,-0.13788040457238993,-0.3500877249360711,0.3114742599456744,0.46016180694437336,-0.3213570236471045,-0.4522300738493459,0.01574294253016517,0
1967-11-01,1967,11,1967-11-01,-0.09714140182725672,-0.16883184467799162,-0.22452809606140445,0.2858674918038002,0.444679714926707,-0.3342868275014073,-0.4712746257256697,-0.010889188455084159,0
1967-12-01,1967,12,1967-12-01,-0.1235518897010488,-0.18477805629183092,-0.3516957040536171,-0.07611202667775982,0.6538892550332625,-0.34136974533227404,-0.48362944954662834,-0.01666276778942266,0
1968-01-01,1968,1,1968-01-01,-1.6198309788431262,-0.1892579766509947,-0.8230336354148476,-0.6466538535051211,0.7546927288270755,-0.35680018435382876,-0.540173748039479,0.004203970871097806,0
1968-02-01,1968,2,1968-02-01,-0.7518082958924919,-0.21385617784610395,-0.7011176207344417,-0.7430973442335307,0.9807475256067888,-0.3930642652050359,-0.630051239661627,0.029236809360387944,0
1968-03-01,1968,3,1968-03-01,-0.3094435418469399,-0.21031779930053612,-0.9832754215213961,-1.1757995017389637,1.153244451753383,-0.4076341602652346,-0.6757160716638494,0.022654117440998767,0
1968-04-01,1968,4,1968-04-01,-0.8472174466494324,-0.24980585942267464,-0.811264802992439,-1.226012098808953,1.304508837220514,-0.37806547869671925,-0.6647599386772665,-0.0006474597217930589,0
1968-05-01,1968,5,1968-05-01,-0.9375195566788641,-0.30507177919536266,-0.31146195054797393,-1.1007915205636571,1.6276878052813828,-0.39181648556225895,-0.7112807331452884,-0.03892370464946812,0
1968-06-01,1968,6,1968-06-01,0.5482099796174214,-0.32629069384616843,0.4533256302348546,-0.6603164930689114,2.40196450527937,-0.35808168419478376,-0.7161576136135724,-0.01472636179505668,0
1968-07-01,1968,7,1968-07-01,1.2460111840783745,-0.31623385535649345,0.7301210782903768,0.05628033221065079,3.0458216275177277,-0.30766653802475963,-0.653511421700496,-0.01217030848867276,0
1968-08-01,1968,8,1968-08-01,0.36744412882093047,-0.29281669322237397,0.7851662825338834,-0.43364230218003347,3.2865325282860183,-0.2597655851451317,-0.5692212956652284,0.00869264185755847,0
1968-09-01,1968,9,1968-09-01,0.1278787939511794,-0.27705803474926827,0.6283390069551602,-0.2099750103806478,3.635393706683193,-0.1876982158498328,-0.4615976572296546,0.03872172865181958,0
1968-10-01,1968,10,1968-10-01,-0.3458150603358803,-0.26677141429107143,0.6000155698218674,-0.31821685550367534,3.7122218349692697,-0.12311712189846316,-0.3506176181213294,0.06794292588304779,0
1968-11-01,1968,11,1968-11-01,-0.9261770315425593,-0.23763674311529542,0.6696949072043298,-0.4635600928239416,3.778123943362362,-0.030216889809489084,-0.24632695031193852,0.1304709854552733,0
1968-12-01,1968,12,1968-12-01,-0.20706764494575625,-0.20566600007570046,1.004973660934105,-0.06214974930436008,4.120182272518172,0.07936376261919244,-0.11034655432225865,0.21469119913903636,0
1969-01-01,1969,1,1969-01-01,0.8526737169249035,-0.1668367219676291,1.4669917746241778,-0.6794609922359989,4.276995149167491,0.22893021939499003,0.043111154497783244,0.3288849201987332,0
1969-02-01,1969,2,1969-02-01,0.48531675975555055,-0.08483143360189,0.517767813126904,-1.3148634539397723,3.9371390648687576,0.4101631292874468,0.1999023909003139,0.45724480599746264,0
1969-03-01,1969,3,1969-03-01,1.5029699782371024,0.009434991954853922,0.5983738699738627,-0.9823084796810162,3.0364248244150818,0.533937838522104,0.33676238653338597,0.5565156745956779,0
1969-04-01,1969,4,1969-04-01,1.2847161976671773,0.0880540884294107,0.04510896216520095,-0.9112639519727699,2.1402333635083863,0.6193370303669072,0.4418873335792792,0.6273746231614991,0
1969-05-01,1969,5,1969-05-01,1.6417334730989257,0.17214615192411348,-0.09052232783871124,-0.836910275562474,0.9238946476976575,0.7105833792306555,0.5803686580803233,0.7040925014125928,0
1969-06-01,1969,6,1969-06-01,0.6566829503768166,0.236650544488485,-1.2464405303415553,-1.1757612376288173,-0.6001905708398971,0.6943155394929742,0.634660673981851,0.707450508863994,0
1969-07-01,1969,7,1969-07-01,1.4823033681987476,0.265915761912381,-1.3830819974408557,-1.317511485678543,-1.941823878541604,0.6530615528974599,0.6206423947100772,0.7208341582543283,0
1969-08-01,1969,8,1969-08-01,1.072356083498706,0.2700902934921129,-0.7825138287517017,-0.6255732948993368,-2.705560215437153,0.6526267192849664,0.6374348282144524,0.7483579238667512,0
1969-09-01,1969,9,1969-09-01,2.132110438763671,0.28833618536446376,-0.7089987421157546,-0.6615610242133431,-3.482053497664186,0.6871917353020175,0.6825608143986244,0.7967145750806105,0
1969-10-01,1969,10,1969-10-01,1.0194355674202267,0.30091985639689267,0.5119350612870419,0.0001921474839255699,-3.9071688533174225,0.7351039840513445,0.7285431655654904,0.8484302724892956,0
1969-11-01,1969,11,1969-11-01,1.0141931432704308,0.31599432115036785,-0.24449442034457036,-0.0880662493740542,-4.141117583282447,0.7263354050149995,0.766169599866002,0.8551194065036645,0
1969-12-01,1969,12,1969-12-01,0.3488213866458625,0.3197525904898453,-0.29230996688576194,-0.20653208483155655,-4.7704969377509965,0.7017474237673339,0.7854857298148807,0.8343343018094498,0
1970-01-01,1970,1,1970-01-01,0.002782180506995413,0.3325279748197169,-0.4471043709140142,-0.02010020892125114,-5.458237284871292,0.645478632359413,0.7822793043771885,0.7743559633150415,0
1970-02-01,1970,2,1970-02-01,1.1051446101567226,0.31850356981446176,-0.4508168917500553,-0.3223752536263301,-5.756182679801115,0.5692097535037102,0.7549064641721843,0.707710567420452,0
1970-03-01,1970,3,1970-03-01,0.504015307877824,0.2620257651498237,-0.6214815000687176,-0.7320171772981727,-5.955451943516807,0.512149627854688,0.7051021867947449,0.6553101002961234,0
1970-04-01,1970,4,1970-04-01,0.8608808528148462,0.25152248758020285,-0.2881903059410865,-0.6870675020796412,-6.269892426779012,0.47921395673186296,0.6443965162861327,0.6169973320274125,0
1970-05-01,1970,5,1970-05-01,-0.7842831882907082,0.23141041225699538,-0.041328347218835326,-0.49376620197543786,-6.321182481644754,0.42462563129045183,0.5237138738020073,0.5812104490260839,0
1970-06-01,1970,6,1970-06-01,-0.23571441614398236,0.22637934428000855,0.20596410773797802,-0.467018019715005,-6.220691416256633,0.3700232233545085,0.38217542630248763,0.5545636740286422,0
1970-07-01,1970,7,1970-07-01,-1.3057753305785589,0.2112939216223998,0.2085588268304516,-0.6539946088997168,-6.118795463398875,0.2971015274321325,0.22816000817157542,0.5296095019709963,0
1970-08-01,1970,8,1970-08-01,-0.11820332465948025,0.2036939155009688,0.6968871694079852,-0.20572051935478358,-5.955341842734246,0.17833244706777476,0.06245549103966935,0.4429621151936372,0
1970-09-01,1970,9,1970-09-01,-0.7624296742242782,0.1885028187701614,1.8818579914871136,0.9582483964556981,-5.365392588304562,0.05289672279031872,-0.0824153729066584,0.3163144424929136,0
1970-10-01,1970,10,1970-10-01,0.4253141340515454,0.17692690738817451,1.2473348085699387,1.1986282937506412,-4.980378664243085,-0.09252490752622036,-0.2339298723061783,0.17135944971316636,0
1970-11-01,1970,11,1970-11-01,0.16449102042674624,0.13505298720393746,2.198088037556259,1.9958870241310323,-4.6712874429030355,-0.2204605351727706,-0.4004667405864309,0.03554459919936215,0
1970-12-01,1970,12,1970-12-01,-0.13876204020343264,0.10003286225375979,1.7328133764522422,1.7921446146735815,-4.361952416848355,-0.3633820384372077,-0.5644805780151193,-0.12274418776922644,0
1971-01-01,1971,1,1971-01-01,0.04771808135162536,0.047587224460599986,1.595119479092483,1.8839535422248528,-4.287522321331169,-0.5313175001461112,-0.7318500742811398,-0.2802261457850388,0
1971-02-01,1971,2,1971-02-01,-0.8308001532355398,-0.0015785586638928928,2.1653705111355186,2.528025473173427,-4.164575542214781,-0.6792528511854037,-0.8633858630032114,-0.4202083005353872,0
1971-03-01,1971,3,1971-03-01,-1.7940119847324283,-0.010530309572368834,2.386539204428029,2.787904289267116,-3.776566323099546,-0.7813126285392515,-0.9406866755197316,-0.5309450242577065,0
1971-04-01,1971,4,1971-04-01,-3.0772270922985188,-0.05926217752011581,2.1242539106323264,2.472328979084845,-3.08659987011095,-0.8734143878813846,-0.9830550581639346,-0.6250941696043942,0
1971-05-01,1971,5,1971-05-01,-0.5262724087463602,-0.09920251923436396,2.080003160416124,2.2393390972021523,-2.446639131196655,-0.9305019598113876,-0.995400422422515,-0.7075504691622845,0
1971-06-01,1971,6,1971-06-01,-0.4249842916852198,-0.15782029593176378,2.380239041769276,2.9601636573846766,-1.5406001775572045,-0.9676033890557778,-0.9777680066957795,-0.7741998813583008,0
1971-07-01,1971,7,1971-07-01,-0.17442649422608425,-0.17739310503952122,2.3699423057480486,3.105053674863528,-0.6116420531828128,-0.9755239452860137,-0.9109459166183772,-0.8366564065844205,0
1971-08-01,1971,8,1971-08-01,-0.7547351674086713,-0.20106485021517456,2.2218544500085753,2.7296148604286175,0.1516509673953781,-0.9626249843405088,-0.8774793392320712,-0.8666393523962467,0
1971-09-01,1971,9,1971-09-01,-1.8036422161690617,-0.21491619901243653,1.4219242658814881,1.7725157278223242,0.4539443971575423,-0.9572258034324261,-0.8590123308767874,-0.8966223754971044,0
1971-10-01,1971,10,1971-10-01,-1.2974797540428444,-0.25524271185359165,1.6761599241309653,2.135376969313531,0.7900603717765855,-0.9676457284447415,-0.8646890035914359,-0.9099124564457244,0
1971-11-01,1971,11,1971-11-01,-0.6849836233028914,-0.277727495276758,1.3415405308768953,1.7878014550388754,1.2812549941050682,-0.969746074766482,-0.8512211303065016,-0.8982289189298925,0
1971-12-01,1971,12,1971-12-01,-0.49831809758941104,-0.2943881711163345,1.1599944424593527,1.3954174770866048,1.5880012299257364,-0.9618321845393647,-0.8652302897667128,-0.8306857406579222,0
1972-01-01,1972,1,1972-01-01,-1.0999188167054323,-0.29169170155446783,1.280248456283961,1.5658888712307673,2.191551897622131,-0.8947653421442235,-0.7950948662793451,-0.749835584508579,0
1972-02-01,1972,2,1972-02-01,-0.3809179480643414,-0.30136372561801655,1.2257210083443335,1.4397337165205326,2.698354255724522,-0.8018648836585098,-0.7082923214586636,-0.6614854316861861,0
1972-03-01,1972,3,1972-03-01,-1.1738802229652583,-0.31400990236364995,1.3692140587477921,1.385911071921936,3.2589912542257546,-0.7047695653518427,-0.6247776985538644,-0.5664159248098213,0
1972-04-01,1972,4,1972-04-01,1.7390236899556661,-0.311058972995302,1.7059027774788302,1.6195215904992977,3.5544284006583533,-0.6010351954602335,-0.5388075989484029,-0.46056574003597206,0
1972-05-01,1972,5,1972-05-01,0.02999670089944706,-0.28541380456850196,1.6190204707202789,1.9006459943186218,3.7327986468206573,-0.4881199153733201,-0.4286479229006579,-0.36302251667601204,0
1972-06-01,1972,6,1972-06-01,-1.2957963331936575,-0.248179826105087,0.8464810487689265,0.3201904323389098,3.348124605157601,-0.35688491931735034,-0.2751769127566635,-0.26050558308063176,0
1972-07-01,1972,7,1972-07-01,-0.960020387967853,-0.2105996748507309,-0.5687423891703108,-0.8863789445432565,2.5322301667722624,-0.18896901564498733,-0.08251635306964528,-0.15046225669814725,0
1972-08-01,1972,8,1972-08-01,-0.5179104118858573,-0.1756674646682148,-2.12747897306682,-2.5029880220874277,1.3765835415564576,-0.006900024265369092,0.16345557207917855,-0.05044519265813624,0
1972-09-01,1972,9,1972-09-01,0.7336010755286826,-0.1403297184871457,-3.584360427069033,-3.678971282512045,0.2638128424881452,0.1785026500610704,0.3685946300459831,0.07957195593107126,0
1972-10-01,1972,10,1972-10-01,1.0693813608379716,-0.0818922759875566,-4.4129844037256465,-5.526957642029984,-0.9578007409431815,0.40975289118326996,0.6237565285981901,0.22211552518701308,0
1972-11-01,1972,11,1972-11-01,1.1919957837928212,-0.03710727649807832,-4.5749892684074664,-5.998780056566302,-1.960844794679061,0.6634896128850227,0.8980631731309043,0.34713287633698064,0
1972-12-01,1972,12,1972-12-01,0.8461788862810378,0.021357517054036212,-4.111509467842983,-5.922831932762688,-2.8292019915741493,0.9397405623349047,1.2082259643196378,0.45884333195626936,0
1973-01-01,1973,1,1973-01-01,1.3521961971653507,0.07703828306577123,-4.631110127576062,-6.439040084332735,-3.8072391337318328,1.165978034756227,1.416700201350246,0.571360935211198,0
1973-02-01,1973,2,1973-02-01,1.6878149590722296,0.16376235209120643,-5.321719791761337,-7.232146368078511,-5.092012736084094,1.3030492374941307,1.525174912521066,0.6297120198788533,0
