time,ACCESS-ESM1-5,CanESM5,CESM2,CESM2-FV2,CESM2-WACCM,CESM2-WACCM-FV2,CMCC-CM2-SR5,CMCC-ESM2,EC-Earth3-CC,EC-Earth3-Veg-LR,GFDL-ESM4,INM-CM4-8,INM-CM5-0,IPSL-CM5A2-INCA,IPSL-CM6A-LR,IPSL-CM6A-LR-INCA,MPI-ESM-1-2-HAM,MPI-ESM1-2-LR,NorESM2-LM,NorESM2-MM,SAM0-UNICON,TaiESM1
1850-01-01,-0.24228183950946397,-0.3907491263137846,0.0039154113774809,-0.1288426986831881,-0.0072682743958153,0.1109545220464707,0.0113280568852077,-0.124884181583869,-0.012262277687755799,-0.1274357276335406,-0.33679173631400744,0.4653079788693345,0.7489050861742471,-0.0900249987753883,0.43267043257749527,0.3283601971372726,0.2627457904050573,0.1557482466183105,-0.00025872760950770846,-0.1215422972479018,-0.1674570244635449,0.2937222455481096
1850-02-01,-0.2584265965371393,-0.2989915759327932,0.0994024431796173,0.0778952820068702,0.1068771117242661,0.2242678395056838,-0.0755987389383665,-0.0704320068807119,0.022895007775584897,-0.2295421319607984,-0.3080308050819689,0.18592259999715138,0.32031254927758973,-0.0219013153374238,0.2324749439833293,0.27276046939431153,0.2116668902253016,0.2601511044448034,0.1279732441116147,-0.0188057191383079,-0.2802024161717554,0.3018924181561162
1850-03-01,-0.2417987303624759,-0.1251508759097755,0.0162896567740943,0.0814168032168492,-0.0166102444892203,0.1758469017727342,-0.0464875132148173,-0.1579273355319804,-0.0519215392576306,-0.3087833666624087,-0.6000952348895747,-0.11633899927272819,-0.19057169455262352,-0.1256308253185009,-0.03198699931859321,0.08223614944587201,-0.2655611377524708,-0.1427108315458486,0.0931726572758988,-0.019264446136668903,-0.2321909995611997,0.2418113173669328
1850-04-01,-0.2468132991068656,-0.13901529346431618,-0.0037334479228311,0.0007413696361474,0.0145938749025165,0.1479140166066004,-0.1921989509514851,-0.2224153816709173,0.03571418950583231,0.360468319048552,-0.534556476559968,-0.2965085955955333,-0.1320446757425787,-0.1286385895882903,-0.21051522389650051,-0.058037012456847,-0.7000781100103183,-0.4535827871861662,0.016475240196830998,-0.11700892767221191,-0.0837562989460951,0.1036844381012827
1850-05-01,-0.2214044148924719,-0.23230348230068337,-0.0911086897325034,-0.0304499459385807,0.0006200756409521,0.126266243150933,-0.0911498967425575,-0.1464952006947314,0.3466496643023162,0.926785913521802,-0.29029840388989414,-0.21595630319318782,0.0650742889255293,-0.0552357497119818,-0.0882159606529181,0.07325004193260459,-0.5222186981381053,-0.33459454351224843,-0.1021422272370083,-0.1155930518657847,0.0167330238397777,0.0671575500031808
1850-06-01,-0.00020103850810390678,-0.2380510309790258,-0.1011692289977218,-0.0609685472568721,-0.0090286284973484,0.055735342325937,0.0094743440355099,-0.1266571420606786,0.4887903214709525,1.397609840700285,-0.06378498004821101,-0.3036253234441988,0.0585810489368077,0.1924877901349271,0.1074441497156584,0.2363461812007349,0.087132298612516,0.2761954272866246,-0.1297449955360539,-0.013776005300434102,-0.17565807132834,0.0942251104289449
1850-07-01,0.1033753054085295,-0.1230276215137697,0.0151904338211278,0.0661001478394077,0.1276642928421533,0.0910359486641731,0.0736003290407992,-0.052017699786883406,0.5159301397470756,0.3596566229825185,0.2246327051337025,-0.3173844659953689,-0.1148883624335894,0.1903907389073775,0.2532934298022548,0.2063378509147267,0.3484949291241538,0.5883365969185066,-0.0528780157704139,0.0684088520407641,-0.211815972732131,0.0763582043561029
1850-08-01,0.045175918807623505,-0.1345084503459017,0.08251581968467,0.1293257633567993,0.135262168123402,0.0554762345727113,-0.0152727014397528,-0.037924458326963686,0.5467888899111855,0.2087022730254819,-0.11547044855867189,-0.4312695755333026,-0.28240615859458496,0.1354520119433118,0.1328471798630728,0.06591613538247071,0.6159928186173143,0.76711876948186,0.0354769330358823,0.0869281431495858,-0.2441608138332252,-0.0896206976225917
1850-09-01,-0.1212923789384381,-0.2995180506592809,-0.0288242950679645,0.028063104501878,-0.0389104674998053,-0.0934049222356634,-0.3150633508514456,-0.2198220318792128,0.7487103194113774,-0.1937061732362359,-0.4441128420136648,-0.40209809358114307,-0.28389920819967923,-0.0130282462252215,-0.181979430917506,-0.2147598252371242,0.2810082130934762,0.4084456172806066,-0.08277844384128151,-0.0439307372263166,-0.1810986122502841,-0.4400617631376911
1850-10-01,-0.214646761472428,-0.553332938089899,-0.2096783454386015,-0.152639345639204,-0.3145592383990295,-0.3692271999365653,-0.4731398247475656,-0.3557100350124573,0.7870507646216354,0.5182709852707752,-0.5327162353092108,-0.0481035087983719,0.03913838996404499,-0.4298267822312989,-0.4946705932133085,-0.423446101780434,-0.696051398605898,-0.2953730705162134,-0.2339915398236858,-0.1800688380981753,-0.2024431843367942,-0.4558497810579981
